Entity;Day;Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)
France;2022/12/19;1.6024292
France;2022/12/20;1.6024292
France;2022/12/21;1.6024292
France;2022/12/22;1.6024292
France;2022/12/23;1.6024292
France;2022/12/24;1.6024292
France;2022/12/25;1.7935649
France;2022/12/26;1.7935649
France;2022/12/27;1.7935649
France;2022/12/28;1.7935649
France;2022/12/29;1.7935649
France;2022/12/30;1.7935649
France;2022/12/31;1.7935649
France;2023/01/01;1.7957875
France;2023/01/02;1.7957875
France;2023/01/03;1.7957875
France;2023/01/04;1.7957875
France;2023/01/05;1.7957875
France;2023/01/06;1.7957875
France;2023/01/07;1.7957875
France;2023/01/08;1.7224447
France;2023/01/09;1.7224447
France;2023/01/10;1.7224447
France;2023/01/11;1.7224447
France;2023/01/12;1.7224447
France;2023/01/13;1.7224447
France;2023/01/14;1.7224447
France;2023/01/15;1.1245897
France;2023/01/16;1.1245897
France;2023/01/17;1.1245897
France;2023/01/18;1.1245897
France;2023/01/19;1.1245897
France;2023/01/20;1.1245897
France;2023/01/21;1.1245897
France;2023/01/22;0.8845587
France;2023/01/23;0.8845587
France;2023/01/24;0.8845587
France;2023/01/25;0.8845587
France;2023/01/26;0.8845587
France;2023/01/27;0.8845587
France;2023/01/28;0.8845587
France;2023/01/29;0.724538
France;2023/01/30;0.724538
France;2023/01/31;0.724538
France;2023/02/01;0.724538
France;2023/02/02;0.724538
France;2023/02/03;0.724538
France;2023/02/04;0.724538
France;2023/02/05;0.5778524
France;2023/02/06;0.5778524
France;2023/02/07;0.5778524
France;2023/02/08;0.5778524
France;2023/02/09;0.5778524
France;2023/02/10;0.5778524
France;2023/02/11;0.5778524
France;2023/02/12;0.38004908
France;2023/02/13;0.38004908
France;2023/02/14;0.38004908
France;2023/02/15;0.38004908
France;2023/02/16;0.38004908
France;2023/02/17;0.38004908
France;2023/02/18;0.38004908
France;2023/02/19;0.40005165
France;2023/02/20;0.40005165
France;2023/02/21;0.40005165
France;2023/02/22;0.40005165
France;2023/02/23;0.40005165
France;2023/02/24;0.40005165
France;2023/02/25;0.40005165
France;2023/02/26;0.37782657
France;2023/02/27;0.37782657
France;2023/02/28;0.37782657
France;2023/03/01;0.37782657
France;2023/03/02;0.37782657
France;2023/03/03;0.37782657
France;2023/03/04;0.37782657
France;2023/03/05;0.3378214
France;2023/03/06;0.3378214
France;2023/03/07;0.3378214
France;2023/03/08;0.3378214
France;2023/03/09;0.3378214
France;2023/03/10;0.3378214
France;2023/03/11;0.3378214
France;2023/03/12;0.27781364
France;2023/03/13;0.27781364
France;2023/03/14;0.27781364
France;2023/03/15;0.27781364
France;2023/03/16;0.27781364
France;2023/03/17;0.27781364
France;2023/03/18;0.27781364
France;2023/03/19;0.362269
France;2023/03/20;0.362269
France;2023/03/21;0.362269
France;2023/03/22;0.362269
France;2023/03/23;0.362269
France;2023/03/24;0.362269
France;2023/03/25;0.362269
France;2023/03/26;0.37338156
France;2023/03/27;0.37338156
France;2023/03/28;0.37338156
France;2023/03/29;0.37338156
France;2023/03/30;0.37338156
France;2023/03/31;0.37338156
France;2023/04/01;0.37338156
France;2023/04/02;0.46672693
France;2023/04/03;0.46672693
France;2023/04/04;0.46672693
France;2023/04/05;0.46672693
France;2023/04/06;0.46672693
France;2023/04/07;0.46672693
France;2023/04/08;0.46672693
France;2023/04/09;0.41783175
France;2023/04/10;0.41783175
France;2023/04/11;0.41783175
France;2023/04/12;0.41783175
France;2023/04/13;0.41783175
France;2023/04/14;0.41783175
France;2023/04/15;0.41783175
France;2023/04/16;0.3600465
France;2023/04/17;0.3600465
France;2023/04/18;0.3600465
France;2023/04/19;0.3600465
France;2023/04/20;0.3600465
France;2023/04/21;0.3600465
France;2023/04/22;0.3600465
France;2023/04/23;0.6223026
France;2023/04/24;0.6223026
France;2023/04/25;0.6223026
France;2023/04/26;0.6223026
France;2023/04/27;0.6223026
France;2023/04/28;0.6223026
France;2023/04/29;0.6223026
France;2023/04/30;0.5534048
France;2023/05/01;0.5534048
France;2023/05/02;0.5534048
France;2023/05/03;0.5534048
France;2023/05/04;0.5534048
France;2023/05/05;0.5534048
France;2023/05/06;0.5534048
France;2023/05/07;0.5311797
France;2023/05/08;0.5311797
France;2023/05/09;0.5311797
France;2023/05/10;0.5311797
France;2023/05/11;0.5311797
France;2023/05/12;0.5311797
France;2023/05/13;0.5311797
France;2023/05/14;0.3556015
France;2023/05/15;0.3556015
France;2023/05/16;0.3556015
France;2023/05/17;0.3556015
France;2023/05/18;0.3556015
France;2023/05/19;0.3556015
France;2023/05/20;0.3556015
France;2023/05/21;0.29337123
France;2023/05/22;0.29337123
France;2023/05/23;0.29337123
France;2023/05/24;0.29337123
France;2023/05/25;0.29337123
France;2023/05/26;0.29337123
France;2023/05/27;0.29337123
France;2023/05/28;0.33115387
France;2023/05/29;0.33115387
France;2023/05/30;0.33115387
France;2023/05/31;0.33115387
France;2023/06/01;0.33115387
France;2023/06/02;0.33115387
France;2023/06/03;0.33115387
France;2023/06/04;0.24892104
France;2023/06/05;0.24892104
France;2023/06/06;0.24892104
France;2023/06/07;0.24892104
France;2023/06/08;0.24892104
France;2023/06/09;0.24892104
France;2023/06/10;0.24892104
France;2023/06/11;0.23558599
France;2023/06/12;0.23558599
France;2023/06/13;0.23558599
France;2023/06/14;0.23558599
France;2023/06/15;0.23558599
France;2023/06/16;0.23558599
France;2023/06/17;0.23558599
France;2023/06/18;0.14890812
France;2023/06/19;0.14890812
France;2023/06/20;0.14890812
France;2023/06/21;0.14890812
France;2023/06/22;0.14890812
France;2023/06/23;0.14890812
France;2023/06/24;0.14890812
France;2023/06/25;0.13779557
France;2023/06/26;0.13779557
France;2023/06/27;0.13779557
France;2023/06/28;0.13779557
France;2023/06/29;0.13779557
France;2023/06/30;0.13779557
France;2023/07/01;0.13779557
France;2023/07/02;0
Germany;2020/01/09;0.005946277
Germany;2020/01/10;0.005096809
Germany;2020/01/11;0.005096809
Germany;2020/01/12;0
Germany;2020/01/13;0
Germany;2020/01/14;0
Germany;2020/01/15;0
Germany;2020/01/16;0
Germany;2020/01/17;0
Germany;2020/01/18;0
Germany;2020/01/19;0
Germany;2020/01/20;0
Germany;2020/01/21;0
Germany;2020/01/22;0
Germany;2020/01/23;0
Germany;2020/01/24;0
Germany;2020/01/25;0
Germany;2020/01/26;0.005096809
Germany;2020/01/27;0.005096809
Germany;2020/01/28;0.005096809
Germany;2020/01/29;0.005096809
Germany;2020/01/30;0.005096809
Germany;2020/01/31;0.005096809
Germany;2020/02/01;0.005096809
Germany;2020/02/02;0.005096809
Germany;2020/02/03;0.005096809
Germany;2020/02/04;0.005096809
Germany;2020/02/05;0.005096809
Germany;2020/02/06;0.005096809
Germany;2020/02/07;0.005096809
Germany;2020/02/08;0.005096809
Germany;2020/02/09;0
Germany;2020/02/10;0
Germany;2020/02/11;0
Germany;2020/02/12;0
Germany;2020/02/13;0
Germany;2020/02/14;0
Germany;2020/02/15;0
Germany;2020/02/16;0
Germany;2020/02/17;0
Germany;2020/02/18;0
Germany;2020/02/19;0
Germany;2020/02/20;0
Germany;2020/02/21;0
Germany;2020/02/22;0
Germany;2020/02/23;0.0016989363
Germany;2020/02/24;0.0016989363
Germany;2020/02/25;0.0016989363
Germany;2020/02/26;0.0016989363
Germany;2020/02/27;0.0016989363
Germany;2020/02/28;0.0016989363
Germany;2020/02/29;0.0016989363
Germany;2020/03/01;0.0016989363
Germany;2020/03/02;0.0016989363
Germany;2020/03/03;0.0016989363
Germany;2020/03/04;0.0016989363
Germany;2020/03/05;0.0016989363
Germany;2020/03/06;0.0016989363
Germany;2020/03/07;0.0016989363
Germany;2020/03/08;0.020387236
Germany;2020/03/09;0.020387236
Germany;2020/03/10;0.020387236
Germany;2020/03/11;0.020387236
Germany;2020/03/12;0.020387236
Germany;2020/03/13;0.020387236
Germany;2020/03/14;0.020387236
Germany;2020/03/15;0.14271066
Germany;2020/03/16;0.14271066
Germany;2020/03/17;0.14271066
Germany;2020/03/18;0.14271066
Germany;2020/03/19;0.14271066
Germany;2020/03/20;0.14271066
Germany;2020/03/21;0.14271066
Germany;2020/03/22;0.8137905
Germany;2020/03/23;0.8137905
Germany;2020/03/24;0.8137905
Germany;2020/03/25;0.8137905
Germany;2020/03/26;0.8137905
Germany;2020/03/27;0.8137905
Germany;2020/03/28;0.8137905
Germany;2020/03/29;2.478748
Germany;2020/03/30;2.478748
Germany;2020/03/31;2.478748
Germany;2020/04/01;2.478748
Germany;2020/04/02;2.478748
Germany;2020/04/03;2.478748
Germany;2020/04/04;2.478748
Germany;2020/04/05;3.8616822
Germany;2020/04/06;3.8616822
Germany;2020/04/07;3.8616822
Germany;2020/04/08;3.8616822
Germany;2020/04/09;3.8616822
Germany;2020/04/10;3.8616822
Germany;2020/04/11;3.8616822
Germany;2020/04/12;3.1906023
Germany;2020/04/13;3.1906023
Germany;2020/04/14;3.1906023
Germany;2020/04/15;3.1906023
Germany;2020/04/16;3.1906023
Germany;2020/04/17;3.1906023
Germany;2020/04/18;3.1906023
Germany;2020/04/19;2.082896
Germany;2020/04/20;2.082896
Germany;2020/04/21;2.082896
Germany;2020/04/22;2.082896
Germany;2020/04/23;2.082896
Germany;2020/04/24;2.082896
Germany;2020/04/25;2.082896
Germany;2020/04/26;1.2351267
Germany;2020/04/27;1.2351267
Germany;2020/04/28;1.2351267
Germany;2020/04/29;1.2351267
Germany;2020/04/30;1.2351267
Germany;2020/05/01;1.2351267
Germany;2020/05/02;1.2351267
Germany;2020/05/03;0.65918726
Germany;2020/05/04;0.65918726
Germany;2020/05/05;0.65918726
Germany;2020/05/06;0.65918726
Germany;2020/05/07;0.65918726
Germany;2020/05/08;0.65918726
Germany;2020/05/09;0.65918726
Germany;2020/05/10;0.43832555
Germany;2020/05/11;0.43832555
Germany;2020/05/12;0.43832555
Germany;2020/05/13;0.43832555
Germany;2020/05/14;0.43832555
Germany;2020/05/15;0.43832555
Germany;2020/05/16;0.43832555
Germany;2020/05/17;0.2803245
Germany;2020/05/18;0.2803245
Germany;2020/05/19;0.2803245
Germany;2020/05/20;0.2803245
Germany;2020/05/21;0.2803245
Germany;2020/05/22;0.2803245
Germany;2020/05/23;0.2803245
Germany;2020/05/24;0.18858193
Germany;2020/05/25;0.18858193
Germany;2020/05/26;0.18858193
Germany;2020/05/27;0.18858193
Germany;2020/05/28;0.18858193
Germany;2020/05/29;0.18858193
Germany;2020/05/30;0.18858193
Germany;2020/05/31;0.11043086
Germany;2020/06/01;0.11043086
Germany;2020/06/02;0.11043086
Germany;2020/06/03;0.11043086
Germany;2020/06/04;0.11043086
Germany;2020/06/05;0.11043086
Germany;2020/06/06;0.11043086
Germany;2020/06/07;0.074753195
Germany;2020/06/08;0.074753195
Germany;2020/06/09;0.074753195
Germany;2020/06/10;0.074753195
Germany;2020/06/11;0.074753195
Germany;2020/06/12;0.074753195
Germany;2020/06/13;0.074753195
Germany;2020/06/14;0.05946277
Germany;2020/06/15;0.05946277
Germany;2020/06/16;0.05946277
Germany;2020/06/17;0.05946277
Germany;2020/06/18;0.05946277
Germany;2020/06/19;0.05946277
Germany;2020/06/20;0.05946277
Germany;2020/06/21;0.06965639
Germany;2020/06/22;0.06965639
Germany;2020/06/23;0.06965639
Germany;2020/06/24;0.06965639
Germany;2020/06/25;0.06965639
Germany;2020/06/26;0.06965639
Germany;2020/06/27;0.06965639
Germany;2020/06/28;0.035677664
Germany;2020/06/29;0.035677664
Germany;2020/06/30;0.035677664
Germany;2020/07/01;0.035677664
Germany;2020/07/02;0.035677664
Germany;2020/07/03;0.035677664
Germany;2020/07/04;0.035677664
Germany;2020/07/05;0.044172343
Germany;2020/07/06;0.044172343
Germany;2020/07/07;0.044172343
Germany;2020/07/08;0.044172343
Germany;2020/07/09;0.044172343
Germany;2020/07/10;0.044172343
Germany;2020/07/11;0.044172343
Germany;2020/07/12;0.042473406
Germany;2020/07/13;0.042473406
Germany;2020/07/14;0.042473406
Germany;2020/07/15;0.042473406
Germany;2020/07/16;0.042473406
Germany;2020/07/17;0.042473406
Germany;2020/07/18;0.042473406
Germany;2020/07/19;0.052667025
Germany;2020/07/20;0.052667025
Germany;2020/07/21;0.052667025
Germany;2020/07/22;0.052667025
Germany;2020/07/23;0.052667025
Germany;2020/07/24;0.052667025
Germany;2020/07/25;0.052667025
Germany;2020/07/26;0.056064896
Germany;2020/07/27;0.056064896
Germany;2020/07/28;0.056064896
Germany;2020/07/29;0.056064896
Germany;2020/07/30;0.056064896
Germany;2020/07/31;0.056064896
Germany;2020/08/01;0.056064896
Germany;2020/08/02;0.062860645
Germany;2020/08/03;0.062860645
Germany;2020/08/04;0.062860645
Germany;2020/08/05;0.062860645
Germany;2020/08/06;0.062860645
Germany;2020/08/07;0.062860645
Germany;2020/08/08;0.062860645
Germany;2020/08/09;0.057763834
Germany;2020/08/10;0.057763834
Germany;2020/08/11;0.057763834
Germany;2020/08/12;0.057763834
Germany;2020/08/13;0.057763834
Germany;2020/08/14;0.057763834
Germany;2020/08/15;0.057763834
Germany;2020/08/16;0.052667025
Germany;2020/08/17;0.052667025
Germany;2020/08/18;0.052667025
Germany;2020/08/19;0.052667025
Germany;2020/08/20;0.052667025
Germany;2020/08/21;0.052667025
Germany;2020/08/22;0.052667025
Germany;2020/08/23;0.052667025
Germany;2020/08/24;0.052667025
Germany;2020/08/25;0.052667025
Germany;2020/08/26;0.052667025
Germany;2020/08/27;0.052667025
Germany;2020/08/28;0.052667025
Germany;2020/08/29;0.052667025
Germany;2020/08/30;0.030580854
Germany;2020/08/31;0.030580854
Germany;2020/09/01;0.030580854
Germany;2020/09/02;0.030580854
Germany;2020/09/03;0.030580854
Germany;2020/09/04;0.030580854
Germany;2020/09/05;0.030580854
Germany;2020/09/06;0.05946277
Germany;2020/09/07;0.05946277
Germany;2020/09/08;0.05946277
Germany;2020/09/09;0.05946277
Germany;2020/09/10;0.05946277
Germany;2020/09/11;0.05946277
Germany;2020/09/12;0.05946277
Germany;2020/09/13;0.11552767
Germany;2020/09/14;0.11552767
Germany;2020/09/15;0.11552767
Germany;2020/09/16;0.11552767
Germany;2020/09/17;0.11552767
Germany;2020/09/18;0.11552767
Germany;2020/09/19;0.11552767
Germany;2020/09/20;0.13931277
Germany;2020/09/21;0.13931277
Germany;2020/09/22;0.13931277
Germany;2020/09/23;0.13931277
Germany;2020/09/24;0.13931277
Germany;2020/09/25;0.13931277
Germany;2020/09/26;0.13931277
Germany;2020/09/27;0.18688299
Germany;2020/09/28;0.18688299
Germany;2020/09/29;0.18688299
Germany;2020/09/30;0.18688299
Germany;2020/10/01;0.18688299
Germany;2020/10/02;0.18688299
Germany;2020/10/03;0.18688299
Germany;2020/10/04;0.2055713
Germany;2020/10/05;0.2055713
Germany;2020/10/06;0.2055713
Germany;2020/10/07;0.2055713
Germany;2020/10/08;0.2055713
Germany;2020/10/09;0.2055713
Germany;2020/10/10;0.2055713
Germany;2020/10/11;0.41963726
Germany;2020/10/12;0.41963726
Germany;2020/10/13;0.41963726
Germany;2020/10/14;0.41963726
Germany;2020/10/15;0.41963726
Germany;2020/10/16;0.41963726
Germany;2020/10/17;0.41963726
Germany;2020/10/18;0.7883064
Germany;2020/10/19;0.7883064
Germany;2020/10/20;0.7883064
Germany;2020/10/21;0.7883064
Germany;2020/10/22;0.7883064
Germany;2020/10/23;0.7883064
Germany;2020/10/24;0.7883064
Germany;2020/10/25;1.7244203
Germany;2020/10/26;1.7244203
Germany;2020/10/27;1.7244203
Germany;2020/10/28;1.7244203
Germany;2020/10/29;1.7244203
Germany;2020/10/30;1.7244203
Germany;2020/10/31;1.7244203
Germany;2020/11/01;2.7539756
Germany;2020/11/02;2.7539756
Germany;2020/11/03;2.7539756
Germany;2020/11/04;2.7539756
Germany;2020/11/05;2.7539756
Germany;2020/11/06;2.7539756
Germany;2020/11/07;2.7539756
Germany;2020/11/08;3.2449684
Germany;2020/11/09;3.2449684
Germany;2020/11/10;3.2449684
Germany;2020/11/11;3.2449684
Germany;2020/11/12;3.2449684
Germany;2020/11/13;3.2449684
Germany;2020/11/14;3.2449684
Germany;2020/11/15;4.3085027
Germany;2020/11/16;4.3085027
Germany;2020/11/17;4.3085027
Germany;2020/11/18;4.3085027
Germany;2020/11/19;4.3085027
Germany;2020/11/20;4.3085027
Germany;2020/11/21;4.3085027
Germany;2020/11/22;5.4807687
Germany;2020/11/23;5.4807687
Germany;2020/11/24;5.4807687
Germany;2020/11/25;5.4807687
Germany;2020/11/26;5.4807687
Germany;2020/11/27;5.4807687
Germany;2020/11/28;5.4807687
Germany;2020/11/29;6.1178694
Germany;2020/11/30;6.1178694
Germany;2020/12/01;6.1178694
Germany;2020/12/02;6.1178694
Germany;2020/12/03;6.1178694
Germany;2020/12/04;6.1178694
Germany;2020/12/05;6.1178694
Germany;2020/12/06;7.6112347
Germany;2020/12/07;7.6112347
Germany;2020/12/08;7.6112347
Germany;2020/12/09;7.6112347
Germany;2020/12/10;7.6112347
Germany;2020/12/11;7.6112347
Germany;2020/12/12;7.6112347
Germany;2020/12/13;9.789271
Germany;2020/12/14;9.789271
Germany;2020/12/15;9.789271
Germany;2020/12/16;9.789271
Germany;2020/12/17;9.789271
Germany;2020/12/18;9.789271
Germany;2020/12/19;9.789271
Germany;2020/12/20;10.975128
Germany;2020/12/21;10.975128
Germany;2020/12/22;10.975128
Germany;2020/12/23;10.975128
Germany;2020/12/24;10.975128
Germany;2020/12/25;10.975128
Germany;2020/12/26;10.975128
Germany;2020/12/27;9.731507
Germany;2020/12/28;9.731507
Germany;2020/12/29;9.731507
Germany;2020/12/30;9.731507
Germany;2020/12/31;9.731507
Germany;2021/01/01;9.731507
Germany;2021/01/02;9.731507
Germany;2021/01/03;9.75869
Germany;2021/01/04;9.75869
Germany;2021/01/05;9.75869
Germany;2021/01/06;9.75869
Germany;2021/01/07;9.75869
Germany;2021/01/08;9.75869
Germany;2021/01/09;9.75869
Germany;2021/01/10;9.784174
Germany;2021/01/11;9.784174
Germany;2021/01/12;9.784174
Germany;2021/01/13;9.784174
Germany;2021/01/14;9.784174
Germany;2021/01/15;9.784174
Germany;2021/01/16;9.784174
Germany;2021/01/17;8.65778
Germany;2021/01/18;8.65778
Germany;2021/01/19;8.65778
Germany;2021/01/20;8.65778
Germany;2021/01/21;8.65778
Germany;2021/01/22;8.65778
Germany;2021/01/23;8.65778
Germany;2021/01/24;6.9775314
Germany;2021/01/25;6.9775314
Germany;2021/01/26;6.9775314
Germany;2021/01/27;6.9775314
Germany;2021/01/28;6.9775314
Germany;2021/01/29;6.9775314
Germany;2021/01/30;6.9775314
Germany;2021/01/31;5.2701006
Germany;2021/02/01;5.2701006
Germany;2021/02/02;5.2701006
Germany;2021/02/03;5.2701006
Germany;2021/02/04;5.2701006
Germany;2021/02/05;5.2701006
Germany;2021/02/06;5.2701006
Germany;2021/02/07;3.8531876
Germany;2021/02/08;3.8531876
Germany;2021/02/09;3.8531876
Germany;2021/02/10;3.8531876
Germany;2021/02/11;3.8531876
Germany;2021/02/12;3.8531876
Germany;2021/02/13;3.8531876
Germany;2021/02/14;2.854213
Germany;2021/02/15;2.854213
Germany;2021/02/16;2.854213
Germany;2021/02/17;2.854213
Germany;2021/02/18;2.854213
Germany;2021/02/19;2.854213
Germany;2021/02/20;2.854213
Germany;2021/02/21;2.5110278
Germany;2021/02/22;2.5110278
Germany;2021/02/23;2.5110278
Germany;2021/02/24;2.5110278
Germany;2021/02/25;2.5110278
Germany;2021/02/26;2.5110278
Germany;2021/02/27;2.5110278
Germany;2021/02/28;2.0845947
Germany;2021/03/01;2.0845947
Germany;2021/03/02;2.0845947
Germany;2021/03/03;2.0845947
Germany;2021/03/04;2.0845947
Germany;2021/03/05;2.0845947
Germany;2021/03/06;2.0845947
Germany;2021/03/07;1.7821841
Germany;2021/03/08;1.7821841
Germany;2021/03/09;1.7821841
Germany;2021/03/10;1.7821841
Germany;2021/03/11;1.7821841
Germany;2021/03/12;1.7821841
Germany;2021/03/13;1.7821841
Germany;2021/03/14;1.8756256
Germany;2021/03/15;1.8756256
Germany;2021/03/16;1.8756256
Germany;2021/03/17;1.8756256
Germany;2021/03/18;1.8756256
Germany;2021/03/19;1.8756256
Germany;2021/03/20;1.8756256
Germany;2021/03/21;2.1695416
Germany;2021/03/22;2.1695416
Germany;2021/03/23;2.1695416
Germany;2021/03/24;2.1695416
Germany;2021/03/25;2.1695416
Germany;2021/03/26;2.1695416
Germany;2021/03/27;2.1695416
Germany;2021/03/28;2.5925767
Germany;2021/03/29;2.5925767
Germany;2021/03/30;2.5925767
Germany;2021/03/31;2.5925767
Germany;2021/04/01;2.5925767
Germany;2021/04/02;2.5925767
Germany;2021/04/03;2.5925767
Germany;2021/04/04;2.7013087
Germany;2021/04/05;2.7013087
Germany;2021/04/06;2.7013087
Germany;2021/04/07;2.7013087
Germany;2021/04/08;2.7013087
Germany;2021/04/09;2.7013087
Germany;2021/04/10;2.7013087
Germany;2021/04/11;2.6877172
Germany;2021/04/12;2.6877172
Germany;2021/04/13;2.6877172
Germany;2021/04/14;2.6877172
Germany;2021/04/15;2.6877172
Germany;2021/04/16;2.6877172
Germany;2021/04/17;2.6877172
Germany;2021/04/18;2.7641695
Germany;2021/04/19;2.7641695
Germany;2021/04/20;2.7641695
Germany;2021/04/21;2.7641695
Germany;2021/04/22;2.7641695
Germany;2021/04/23;2.7641695
Germany;2021/04/24;2.7641695
Germany;2021/04/25;2.7556746
Germany;2021/04/26;2.7556746
Germany;2021/04/27;2.7556746
Germany;2021/04/28;2.7556746
Germany;2021/04/29;2.7556746
Germany;2021/04/30;2.7556746
Germany;2021/05/01;2.7556746
Germany;2021/05/02;2.2205098
Germany;2021/05/03;2.2205098
Germany;2021/05/04;2.2205098
Germany;2021/05/05;2.2205098
Germany;2021/05/06;2.2205098
Germany;2021/05/07;2.2205098
Germany;2021/05/08;2.2205098
Germany;2021/05/09;1.7159257
Germany;2021/05/10;1.7159257
Germany;2021/05/11;1.7159257
Germany;2021/05/12;1.7159257
Germany;2021/05/13;1.7159257
Germany;2021/05/14;1.7159257
Germany;2021/05/15;1.7159257
Germany;2021/05/16;1.1484809
Germany;2021/05/17;1.1484809
Germany;2021/05/18;1.1484809
Germany;2021/05/19;1.1484809
Germany;2021/05/20;1.1484809
Germany;2021/05/21;1.1484809
Germany;2021/05/22;1.1484809
Germany;2021/05/23;0.7611235
Germany;2021/05/24;0.7611235
Germany;2021/05/25;0.7611235
Germany;2021/05/26;0.7611235
Germany;2021/05/27;0.7611235
Germany;2021/05/28;0.7611235
Germany;2021/05/29;0.7611235
Germany;2021/05/30;0.44342238
Germany;2021/05/31;0.44342238
Germany;2021/06/01;0.44342238
Germany;2021/06/02;0.44342238
Germany;2021/06/03;0.44342238
Germany;2021/06/04;0.44342238
Germany;2021/06/05;0.44342238
Germany;2021/06/06;0.23955002
Germany;2021/06/07;0.23955002
Germany;2021/06/08;0.23955002
Germany;2021/06/09;0.23955002
Germany;2021/06/10;0.23955002
Germany;2021/06/11;0.23955002
Germany;2021/06/12;0.23955002
Germany;2021/06/13;0.11382873
Germany;2021/06/14;0.11382873
Germany;2021/06/15;0.11382873
Germany;2021/06/16;0.11382873
Germany;2021/06/17;0.11382873
Germany;2021/06/18;0.11382873
Germany;2021/06/19;0.11382873
Germany;2021/06/20;0.07985
Germany;2021/06/21;0.07985
Germany;2021/06/22;0.07985
Germany;2021/06/23;0.07985
Germany;2021/06/24;0.07985
Germany;2021/06/25;0.07985
Germany;2021/06/26;0.07985
Germany;2021/06/27;0.05096809
Germany;2021/06/28;0.05096809
Germany;2021/06/29;0.05096809
Germany;2021/06/30;0.05096809
Germany;2021/07/01;0.05096809
Germany;2021/07/02;0.05096809
Germany;2021/07/03;0.05096809
Germany;2021/07/04;0.042473406
Germany;2021/07/05;0.042473406
Germany;2021/07/06;0.042473406
Germany;2021/07/07;0.042473406
Germany;2021/07/08;0.042473406
Germany;2021/07/09;0.042473406
Germany;2021/07/10;0.042473406
Germany;2021/07/11;0.042473406
Germany;2021/07/12;0.042473406
Germany;2021/07/13;0.042473406
Germany;2021/07/14;0.042473406
Germany;2021/07/15;0.042473406
Germany;2021/07/16;0.042473406
Germany;2021/07/17;0.042473406
Germany;2021/07/18;0.05096809
Germany;2021/07/19;0.05096809
Germany;2021/07/20;0.05096809
Germany;2021/07/21;0.05096809
Germany;2021/07/22;0.05096809
Germany;2021/07/23;0.05096809
Germany;2021/07/24;0.05096809
Germany;2021/07/25;0.06795745
Germany;2021/07/26;0.06795745
Germany;2021/07/27;0.06795745
Germany;2021/07/28;0.06795745
Germany;2021/07/29;0.06795745
Germany;2021/07/30;0.06795745
Germany;2021/07/31;0.06795745
Germany;2021/08/01;0.122323416
Germany;2021/08/02;0.122323416
Germany;2021/08/03;0.122323416
Germany;2021/08/04;0.122323416
Germany;2021/08/05;0.122323416
Germany;2021/08/06;0.122323416
Germany;2021/08/07;0.122323416
Germany;2021/08/08;0.15120533
Germany;2021/08/09;0.15120533
Germany;2021/08/10;0.15120533
Germany;2021/08/11;0.15120533
Germany;2021/08/12;0.15120533
Germany;2021/08/13;0.15120533
Germany;2021/08/14;0.15120533
Germany;2021/08/15;0.24464683
Germany;2021/08/16;0.24464683
Germany;2021/08/17;0.24464683
Germany;2021/08/18;0.24464683
Germany;2021/08/19;0.24464683
Germany;2021/08/20;0.24464683
Germany;2021/08/21;0.24464683
Germany;2021/08/22;0.38056174
Germany;2021/08/23;0.38056174
Germany;2021/08/24;0.38056174
Germany;2021/08/25;0.38056174
Germany;2021/08/26;0.38056174
Germany;2021/08/27;0.38056174
Germany;2021/08/28;0.38056174
Germany;2021/08/29;0.59632665
Germany;2021/08/30;0.59632665
Germany;2021/08/31;0.59632665
Germany;2021/09/01;0.59632665
Germany;2021/09/02;0.59632665
Germany;2021/09/03;0.59632665
Germany;2021/09/04;0.59632665
Germany;2021/09/05;0.7339405
Germany;2021/09/06;0.7339405
Germany;2021/09/07;0.7339405
Germany;2021/09/08;0.7339405
Germany;2021/09/09;0.7339405
Germany;2021/09/10;0.7339405
Germany;2021/09/11;0.7339405
Germany;2021/09/12;0.7628224
Germany;2021/09/13;0.7628224
Germany;2021/09/14;0.7628224
Germany;2021/09/15;0.7628224
Germany;2021/09/16;0.7628224
Germany;2021/09/17;0.7628224
Germany;2021/09/18;0.7628224
Germany;2021/09/19;0.65409046
Germany;2021/09/20;0.65409046
Germany;2021/09/21;0.65409046
Germany;2021/09/22;0.65409046
Germany;2021/09/23;0.65409046
Germany;2021/09/24;0.65409046
Germany;2021/09/25;0.65409046
Germany;2021/09/26;0.60142344
Germany;2021/09/27;0.60142344
Germany;2021/09/28;0.60142344
Germany;2021/09/29;0.60142344
Germany;2021/09/30;0.60142344
Germany;2021/10/01;0.60142344
Germany;2021/10/02;0.60142344
Germany;2021/10/03;0.71865004
Germany;2021/10/04;0.71865004
Germany;2021/10/05;0.71865004
Germany;2021/10/06;0.71865004
Germany;2021/10/07;0.71865004
Germany;2021/10/08;0.71865004
Germany;2021/10/09;0.71865004
Germany;2021/10/10;0.83077985
Germany;2021/10/11;0.83077985
Germany;2021/10/12;0.83077985
Germany;2021/10/13;0.83077985
Germany;2021/10/14;0.83077985
Germany;2021/10/15;0.83077985
Germany;2021/10/16;0.83077985
Germany;2021/10/17;0.987082
Germany;2021/10/18;0.987082
Germany;2021/10/19;0.987082
Germany;2021/10/20;0.987082
Germany;2021/10/21;0.987082
Germany;2021/10/22;0.987082
Germany;2021/10/23;0.987082
Germany;2021/10/24;1.7855821
Germany;2021/10/25;1.7855821
Germany;2021/10/26;1.7855821
Germany;2021/10/27;1.7855821
Germany;2021/10/28;1.7855821
